"HUNDENAME","GEBURTSJAHR_HUND","GESCHLECHT_HUND"
"Roxburgh's Alouette",2012,"w"
"Roxburgh's Barclay",2012,"m"
"Roxburgh's Itay",2015,"m"
"Roxburgh's Jack",2015,"m"
"Roxburgh's Louy",2016,"w"
"Roxburgh's Neo",2017,"m"
"Roxburgh's Xpected Wanda",2010,"w"
"Roxi",2012,"w"
"Roxi",2018,"w"
"Roxie",2012,"w"
"Roxy",2014,"w"
"Roxy",2019,"w"
"Roxy",2017,"m"
"Roxy",2012,"w"
"Roxy",2018,"w"
"Roxy",2018,"w"
"Roxy (Kiwi)",2006,"w"
"Roy",2019,"m"
"Roy",2016,"m"
"Roy",2009,"m"
"Roy",2011,"m"
"Roy",2015,"m"
"Rubel",2019,"m"
"Rubens",2009,"m"
"Rubi",2017,"w"
"Rubia",2009,"w"
"Rubin",2017,"m"
"Rubino",2006,"m"
"Rubio",2018,"m"
"Rubio",2009,"m"
"Rubo",2020,"m"
"Ruby",2015,"w"
"Ruby",2013,"m"
"Ruby",2019,"w"
"Ruby",2011,"w"
"Ruby",2020,"w"
"Ruby",2020,"w"
"Ruby",2012,"w"
"Ruby",2020,"w"
"Ruby",2012,"w"
"Ruby",2018,"w"
"Ruby",2018,"w"
"Ruby",2020,"w"
"Ruby",2017,"m"
"Ruby",2009,"m"
"Ruby",2017,"w"
"Ruby (Arany v. Vär Harkaly)",2009,"w"
"Ruby Tuesday",2012,"w"
"Rudi",2016,"m"
"Rudi",2019,"m"
"Rudolf",2019,"m"
"Rudy",2016,"m"
"Rudy (Zidane)",2013,"m"
"Rufino",2020,"m"
"Rufus",2016,"m"
"Rufus",2013,"m"
"Rufus",2010,"m"
"Rufus (Dandy vom Wolfszauber)",2016,"m"
"Ruky",2008,"m"
"Ruma",2016,"w"
"Rumba",2007,"m"
"Rumli",2015,"w"
"Runa",2015,"w"
"Runa",2010,"w"
"Runo",2015,"m"
"Rupert",2010,"m"
"Rusty",2020,"m"
"Rusty",2019,"m"
"Rusty",2006,"m"
"Rya",2012,"w"
"Ryan",2020,"m"
"Réglisse",2018,"m"
"Rémy",2013,"m"
"Rüya (Liana)",2020,"w"
"SOKKA LITTLA",2016,"w"
"Saba",2005,"w"
"Saba",2015,"w"
"Saba of Funny Paws",2012,"w"
"Saban",2012,"m"
"Sabana",2010,"w"
"Sabana (Alaia)",2010,"w"
"Sabbia",2017,"w"
"Sabia",2009,"w"
"Saci",2013,"w"
"Sacramento of Gloryland",2006,"m"
"Saffa",2016,"w"
"Safi",2009,"w"
"Safira",2014,"w"
"Safira",2020,"w"
"Saida",2006,"w"
"Sailor",2004,"m"
"Saint Mino of Clermont",2017,"m"
"Sakari Amici per Sempre",2011,"m"
"Sakura",2018,"w"
"Sala",2010,"w"
"Sally",2015,"w"
"Sally",2018,"w"
"Sally",2017,"w"
"Sally",2011,"w"
"Sally",2007,"w"
"Sally",2012,"w"
"Sally",2019,"w"
"Sally (Bonny)",2016,"w"
"Salma",2012,"w"
"Salomé-Sandy",2019,"w"
"Salt",2009,"m"
"Salva",2010,"m"
"Sam",2019,"m"
"Sam",2020,"m"
"Sam",2020,"m"
"Sam",2013,"m"
"Sam",2016,"m"
"Sam",2011,"m"
"Sam",2013,"m"
"Sam",2006,"m"
"Sam",2019,"m"
"Sam",2018,"m"
"Sam",2018,"m"
"Sam",2017,"m"
"Sam (Inur von Pinscho)",2014,"m"
"Samanta",2012,"w"
"Samantha",2020,"w"
"Samantha",2010,"w"
"Samara",2017,"w"
"Samara",2008,"w"
"Samarosina (Sina)",2006,"w"
"Samba",2007,"w"
"Samba",2011,"w"
"Samba",2012,"w"
"Sambi",2009,"m"
"Sami",2013,"m"
"Samica",2016,"w"
"Samina Summer",2015,"w"
"Samina vom Hause Romeo",2015,"w"
"Samira",2007,"w"
"Samira",2009,"w"
"Samira",2018,"w"
"Sammy",2014,"m"
"Sammy",2015,"m"
"Sammy",2012,"m"
"Sampei",2019,"m"
"Sampha",2014,"m"
"Sampson",2008,"m"
"Samson",2019,"m"
"Samson",2011,"m"
"Samu",2014,"m"
"Samu",2020,"m"
"Samurai",2011,"m"
"Samy",2011,"m"
"Samy",2019,"m"
"Samy",2011,"m"
"Samy",2007,"m"
"Samy",2015,"m"
"Samy",2012,"m"
"Samy (Aramis)",2015,"m"
"Samy (Xaro)",2009,"m"
"Sancho",2008,"m"
"Sancho",2012,"m"
"Sando (Aron)",2011,"m"
"Sandrine",2020,"w"
"Sandy",2015,"w"
"Sandy",2010,"m"
"Sandy",2012,"w"
"Sandy",2008,"w"
"Sandy",2006,"w"
"Sandy",2005,"w"
"Sania (Joyce)",2008,"w"
"Sanibel",2020,"m"
"Sansa",2014,"w"
"Sanscho-Mucho",2012,"m"
"Santa Fee",2008,"w"
"Santiago",2020,"m"
"Santo",2008,"m"
"Santo",2004,"m"
"Santos",2009,"m"
"Saphir",2014,"w"
"Saphira",2019,"w"
"Saqui",2012,"w"
"Sara",2016,"w"
"Sara",2019,"w"
"Sara",2008,"w"
"Sara",2012,"w"
"Sara (Camilla)",2010,"w"
"Sarah",2012,"w"
"Sarah",2016,"w"
"Sari",2020,"w"
"Sari",2016,"w"
"Sarlo (Rico)",2019,"m"
"Sarlotka",2012,"w"
"Saro",2016,"m"
"Sascha",2006,"m"
"Sascha",2009,"w"
"Sasha",2009,"m"
"Sasha",2018,"m"
"Sasha",2008,"w"
"Saskia (Miss Marple)",2014,"w"
"Sassy",2007,"w"
"Sati (Beltane Bakari)",2016,"w"
"Satoshi",2018,"m"
"Saxo",2016,"m"
"Saya",2015,"w"
"Saya",2018,"m"
"Sayla",2020,"w"
"Sbi-Wang O'Brownie",2019,"w"
"Scalloway's Gabor-""Che""",2010,"m"
"Scarlett",2019,"w"
"Scarlett",2009,"w"
"Scarpa",2014,"w"
"Schaetzeli",2010,"w"
"Schaggi",2003,"w"
"Schamu",2015,"m"
"Schari",2009,"w"
"Scharoun",2011,"m"
"Schatzi",2012,"w"
"Scheila",2009,"w"
"Scheri",2015,"m"
"Schiegeli",2008,"w"
"Schiila",2015,"w"
"Schimba",2014,"m"
"Schiwa",2009,"w"
"Schiwo",2007,"m"
"Schizza",2009,"w"
"Schoggi",2016,"w"
"Schouschou",2012,"m"
"Schura",2015,"w"
"Schyla",2008,"w"
"Schöggeli",2006,"w"
"Schöggeli",2009,"w"
"Scilla (Sissi)",2014,"w"
"Scooby",2018,"m"
"Scooby",2010,"m"
"Scooby",2019,"m"
"Scoppa",2020,"w"
"Scora (Escorial)",2008,"w"
"Scott",2013,"m"
"Scott",2016,"m"
"Scott",2009,"m"
"Scottex",2016,"m"
"Scotti",2009,"m"
"Scottie",2020,"m"
"Scotty",2020,"m"
"Scotty of Black",2011,"m"
"Scout",2017,"m"
"Scully",2015,"w"
"Sealstaff's Winta",2014,"w"
"Sebastian Alexey",2020,"m"
"Sedi",2008,"m"
"Sekov",2016,"m"
"Seli",2006,"w"
"Selly",2016,"w"
"Selly",2016,"w"
"Selly",2010,"w"
"Semy Pomstaff",2017,"m"
"Senni",2012,"w"
"Senta",2013,"w"
"Senta",2013,"w"
"Sepp",2017,"m"
"Seppi",2013,"m"
"Seppli",2009,"m"
"September",2013,"m"
"Serafin",2020,"m"
"Seraphim",2019,"m"
"Sereno",2008,"m"
"Serni Senja",2014,"w"
"Sestra",2018,"w"
"Seth",2013,"m"
"Seth von der Brausmatt",2018,"m"
"Seti",2002,"w"
"Sevda",2011,"w"
"Shade",2017,"w"
"Shadow",2016,"m"
"Shae",2014,"w"
"Shailia",2008,"w"
"Shailo",2015,"m"
"Shaira",2019,"w"
"Shaka",2017,"w"
"Shakur",2003,"m"
"Shaleen",2019,"w"
"Shamira (Houki)",2012,"w"
"Shamun-Erasmus",2007,"m"
"Shana",2008,"w"
"Shanaja's Gentle Gavin ""Hjari""",2010,"m"
"Shanaya",2014,"w"
"Shane",2010,"w"
"Shangai",2012,"w"
"Shani",2011,"w"
"Shannon",2014,"w"
"Shanti",2020,"w"
"Shanti",2017,"w"
"Shanty",2018,"m"
"Shape",2020,"m"
"Sharif",2010,"m"
"Sharos",2017,"m"
"Sharuk",2017,"m"
"Shay",2019,"m"
"Shaya",2017,"w"
"Shayla",2012,"w"
"Shea",2014,"w"
"Sheba",2015,"w"
"Sheela",2004,"w"
"Sheik Bosne",2014,"m"
"Sheila (Cikita, Krasa)",2007,"w"
"Sheila (Kia)",2012,"w"
"Sheila (Winnie)",2005,"w"
"Shelby vom Ricken",2016,"w"
"Shelly",2016,"w"
"Shelly",2019,"w"
"Shelly",2013,"w"
"Shelly (Zina)",2013,"w"
"Shelyem (Sidan)",2020,"m"
"Sheriff",2017,"m"
"Sherlock",2010,"m"
"Sherlock",2020,"m"
"Sherlock",2010,"m"
"Sherry",2015,"w"
"Sherry Kyon",2018,"m"
"Shetoua",2008,"w"
"Sheyla",2016,"w"
"Shiba",2020,"w"
"Shila",2016,"w"
"Shila",2011,"w"
"Shila",2017,"w"
"Shila",2016,"w"
"Shira",2019,"w"
"Shirkaan",2011,"m"
"Shirley",2006,"w"
"Shirly",2008,"w"
"Shiro",2020,"m"
"Shiro",2015,"m"
"Shiry (Shirkhan)",2011,"m"
"Shiva",2016,"w"
"Shiva",2020,"w"
"Shiva",2004,"w"
"Shiva",2007,"w"
"Shiva (Lou)",2015,"w"
"Shoona",2005,"w"
"Shorty",2006,"m"
"Shuki",2010,"m"
"Shungi",2018,"w"
"Shyra",2004,"w"
"Sia Hexensturm",2020,"m"
"Sibi",2010,"w"
"Sid",2006,"m"
"Sid",2020,"m"
"Side-Line's Into",2008,"m"
"Siena",2020,"w"
"Sienna",2013,"w"
"Sierra",2020,"w"
"Sierra",2018,"w"
"Siggie",2020,"m"
"Sigi",2013,"m"
"Signorina",2016,"w"
"Sila",2014,"w"
"Silas",2019,"m"
"Silas",2015,"m"
"Silk",2018,"m"
"Silva",2017,"w"
"Simba",2017,"m"
"Simba",2017,"w"
"Simba",2005,"m"
"Simba",2014,"m"
"Simba",2016,"m"
"Simba",2018,"m"
"Simba",2016,"m"
"Simba",2018,"m"
"Simba",2011,"m"
"Simba",2017,"m"
"Simba",2016,"m"
"Simba",2019,"m"
"Simba",2018,"w"
"Simba",2007,"m"
"Simba",2018,"m"
"Simba",2020,"w"
"Simba",2020,"m"
"Simba",2004,"m"
"Simba",2005,"w"
"Simba",2007,"w"
"Simba",2014,"m"
"Simba",2014,"w"
"Simba",2010,"w"
"Simba",2016,"m"
"Simba",2014,"m"
"Simba",2010,"w"
"Simba (Gordon)",2014,"m"
"Simmy",2013,"w"
"Simon",2016,"m"
"Simply Silkie",2015,"w"
"Simy",2016,"w"
"Sina",2006,"w"
"Sina",2007,"w"
"Sina",2011,"w"
"Sina (Kaya)",2018,"w"
"Sinas (Richard)",2016,"m"
"Sinda",2004,"w"
"Sindbad",2013,"m"
"Sindy",2019,"w"
"Sinta",2007,"w"
"Sir Attila",2012,"m"
"Sir Bubbles",2012,"m"
"Sir Chewie McChewfaces",2020,"m"
"Sir Collin-Flash",2010,"m"
"Sir Henry (Grasso Fellow)",2016,"m"
"Sir. Optimus Prime",2013,"m"
"Sira",2006,"w"
"Sira",2004,"w"
"Sira",2013,"w"
"Sira",2010,"w"
"Sira",2009,"w"
"Sira (Dara)",2017,"w"
"Sira vom Mühlehof",2010,"w"
"Sirah",2013,"w"
"Siri",2016,"m"
"Siri",2012,"w"
"Siri",2008,"w"
"Siri (Bella)",2005,"w"
"Siri (PluckyJumper)",2010,"w"
"Siria",2015,"w"
"Sirio",2016,"m"
"Sirja",2015,"w"
"Siro (Arany Szivem Ferenc)",2018,"m"
"Sirona",2015,"w"
"Sisi",2017,"w"
"Sisi",2018,"w"
"Siska",2013,"w"
"Sisko de la Pierreavoir",2012,"m"
"Sisou",2005,"w"
"Sissi",2017,"w"
"Sissi",2017,"w"
"Sissi",2017,"w"
"Sissi",2007,"w"
"Sissi",2010,"w"
"Sissi",2011,"w"
"Sissi",2013,"w"
"Sissi",2009,"w"
"Sissi",2012,"w"
"Sissi",2011,"w"
"Sissi",2010,"w"
"Sissi",2015,"w"
"Sissi",2014,"w"
"Sissi (Shima)",2017,"w"
"Sissy",2020,"w"
"Sissy",2015,"w"
"Sista",2018,"w"
"Sitara",2017,"w"
"Sivert",2011,"m"
"Skip",2007,"m"
"Skipper",2008,"m"
"Skipper",2013,"m"
"Skippy",2019,"m"
"Skippy",2020,"m"
"Skippy (Sly)",2016,"m"
"Sky",2013,"m"
"Sky",2019,"m"
"Sky",2019,"m"
"Sky",2019,"m"
"Sky",2018,"m"
"Sky",2020,"w"
"Sky",2018,"m"
"Sky",2011,"m"
"Sky",2010,"m"
"Sky",2012,"w"
"Sky",2016,"m"
"Sky (Snow Whity)",2006,"w"
"Sky Kira",2019,"w"
"Skye",2020,"w"
"Skye",2020,"m"
"Skye",2016,"w"
"Skye",2016,"w"
"Skyla",2009,"w"
"Skyla",2012,"w"
"Skyler of Sky d'or",2013,"m"
"Slash",2012,"m"
"Smartie",2009,"w"
"Smilla",2017,"w"
"Smilla",2008,"w"
"Smoky",2016,"w"
"Smooth Power It's Gattuso",2011,"m"
"Snooki",2012,"w"
"Snoop (Uli van Felax)",2008,"m"
"Snoop Dog",2018,"m"
"Snoopi",2004,"m"
"Snoopy",2007,"m"
"Snoopy",2017,"m"
"Snoopy",2010,"m"
"Snoopy",2018,"w"
"Snoopy",2020,"m"
"Snoopy",2007,"m"
"Snoopy",2020,"m"
"Snoopy",2017,"m"
"Snoopy",2007,"m"
"Snoopy",2007,"m"
"Snoopy",2008,"m"
"Snoopy",2001,"m"
"Snoopy",2011,"m"
"Snoopy",2009,"m"
"Snoopy",2006,"m"
"Snoopy",2013,"m"
"Snoopy",2014,"m"
"Snoopy",2011,"m"
"Snoopy",2009,"m"
"Snoopy",2015,"m"
"Snoopy",2014,"m"
"Snoopy",2013,"m"
"Snoopy (Zico)",2009,"m"
"Snoopy Mike",2011,"m"
"Snoppy",2015,"m"
"Snoppy",2013,"m"
"Snoppy",2015,"m"
"Snow",2020,"m"
"Snow",2010,"w"
"Snow-White",2018,"w"
"Snowy",2007,"m"
"Snowy",2013,"m"
"Snupi",2016,"m"
"Sofi",2017,"w"
"Sofia",2014,"w"
"Sofinka",2010,"w"
"Soja",2020,"w"
"Sokrates",2017,"m"
"Sol",2014,"w"
"Solar",2020,"m"
"Sole",2008,"m"
"Somali",2008,"w"
"Sombra",2013,"w"
"Sonic",2020,"m"
"Sonny",2016,"m"
"Sophia",2010,"w"
"Sophia",2017,"w"
"Sophia",2009,"w"
"Sophia",2013,"w"
"Sophia (Luca)",2016,"w"
"Sophie",2014,"w"
"Sophie",2009,"w"
"Sophie",2011,"w"
"Sophie",2012,"w"
"Sophie",2017,"w"
"Sophie",2015,"w"
"Sophie",2005,"w"
"Sophie",2010,"w"
"Sophie",2012,"w"
"Sophie (Lara)",2007,"w"
"Sophy",2015,"w"
"Sora",2019,"m"
"Soraya",2012,"w"
"Soraya",2019,"w"
"Sorbas",2008,"m"
"Sorcha vom Sitegässli",2018,"w"
"Sorscha",2012,"w"
"Sosig",2018,"w"
"Souris",2008,"w"
"Spank",2010,"m"
"Spar",2004,"m"
"Spark",2017,"m"
"Sparky",2019,"m"
"Spartakus",2017,"m"
"Speedy",2016,"m"
"Speedy",2009,"m"
"Speedy",2013,"m"
"Speedy",2009,"m"
"Speedy",2006,"m"
"Speedy",2006,"m"
"Speedy",2011,"m"
"Speedy (Benie)",2017,"m"
"Speedy (Monty)",2013,"m"
"Speedy2",2013,"m"
"Spelvin",2006,"m"
"Spencer",2014,"m"
"Spider",2018,"m"
"Spike",2014,"m"
"Spike",2008,"m"
"Spike",2010,"m"
"Spike",2010,"m"
"Spike",2017,"m"
"Spike",2016,"m"
"Spike",2018,"m"
"Spike",2011,"m"
"Spiky",2008,"m"
"Spiky",2014,"m"
"Spillo",2020,"m"
"Spillo",2006,"m"
"Spirou Sushi Du Yakusa",2019,"m"
"Spirov",2017,"m"
"Spok",2018,"m"
"Spot",2015,"m"
"Spotted Pride Iowa Girl",2020,"w"
"Spotted Pride's Honey Bee",2020,"w"
"Spotty",2020,"m"
"Spunky",2006,"m"
"Sputnik (Campino Chacco)",2019,"m"
"Spyke",2011,"m"
"Spyke",2017,"m"
"Ssara",2015,"w"
"Stars of Heaven ZZ-Midnight Sp",2019,"m"
"Stella",2016,"w"
"Stella",2007,"w"
"Stella",2008,"w"
"Stella",2010,"w"
"Stella",2010,"w"
"Stella",2007,"w"
"Stella",2012,"w"
"Stella",2011,"w"
"Stella",2011,"w"
"Stella",2014,"w"
"Stella",2016,"w"
"Stella",2016,"w"
"Stella",2013,"w"
"Stella",2015,"w"
"Stella",2007,"w"
"Stella",2017,"w"
"Stella",2017,"w"
"Stella",2009,"w"
"Stella",2018,"w"
"Stella",2018,"w"
"Stella",2017,"w"
"Stella",2019,"w"
"Stella",2015,"w"
"Stella",2019,"w"
"Stella",2019,"w"
"Stella",2019,"w"
"Stella",2019,"w"
"Stella",2018,"w"
"Stella (Bianca Luäg is Land)",2019,"w"
"Stella (Nina)",2018,"w"
"Stella dei Silvanbull",2019,"w"
"Stella-Lou",2015,"w"
"Stellina",2017,"w"
"Sternchen",2009,"w"
"Steve",2017,"m"
"Stewie",2020,"m"
"Stimpi",2008,"m"
"Stitch",2020,"m"
"Stitch",2015,"m"
"Stora",2020,"w"
"Stratos ex Blas",2015,"m"
"Strega",2014,"w"
"Strolchi",2012,"m"
"Strupi",2018,"w"
"Struppi",2009,"m"
"Struppi",2012,"m"
"Struppi",2009,"m"
"Struppi",2014,"m"
"Struppi (Cliford)",2007,"m"
"Stubbi",2013,"w"
"Sugus",2016,"w"
"Sugus",2014,"m"
"Suki",2017,"w"
"Suki",2010,"w"
"Suki",2011,"w"
"Suki",2012,"w"
"Suki",2013,"w"
"Suki",2020,"w"
"Sultan",2009,"m"
"Summer (Jollity's Love)",2018,"w"
"Sumo",2015,"m"
"Sumo",2019,"m"
"Sunny",2018,"w"
"Sunny",2006,"w"
"Sunny",2020,"w"
"Sunny",2018,"w"
"Sunny",2020,"m"
"Sunny",2020,"w"
"Sunny",2020,"m"
"Sunny",2006,"m"
"Sunny",2010,"w"
"Sunny",2013,"w"
"Sunny",2009,"m"
"Sunny",2010,"m"
"Sunny",2007,"m"
"Sunny",2014,"m"
"Sunny",2008,"w"
"Sunny",2015,"m"
"Sunny",2014,"w"
"Sunny (Mrs. Rainbow)",2011,"w"
"Sunny Boy",2016,"m"
"Sunshine",2018,"w"
"Suri",2009,"w"
"Suri",2017,"w"
"Suri",2012,"w"
"Sushi",2019,"w"
"Susi",2010,"w"
"Susi",2013,"w"
"Susi",2018,"w"
"Susi",2010,"w"
"Susi",2011,"w"
"Susi",2007,"w"
"Susy",2014,"w"
"Suza",2010,"w"
"Suzi",2008,"w"
"Suzuki",2020,"w"
"Sweet Armani",2019,"m"
"Sweety",2016,"w"
"Sweety (My sweet Dream)",2020,"m"
"Sweety Liska",2009,"w"
"Sydney",2012,"w"
"Sydney",2020,"m"
"Syrah",2020,"w"
"Syrah",2019,"w"
"Syrah (Sunny vom Flüeli)",2018,"w"
"Szofi",2019,"w"
"Säm",2009,"m"
"Sämi",2017,"m"
"Sämi",2011,"m"
"Sämi",2020,"m"
"Sämi",2013,"m"
"Sämi",2011,"m"
"Sämi",2008,"m"
"Sämi",2006,"m"
"Sämi (Samuel)",2012,"m"
"Sämi vom Gspan",2019,"m"
"Sämy",2006,"m"
"Sämy",2010,"m"
"Sändy (Cindy)",2007,"w"
"Séamus (Elio)",2017,"m"
"T Schugeli Amsler",2018,"m"
"TJ",2009,"m"
"Tabac",2010,"w"
"Tabant (Trabi)",2018,"w"
"Tabasco",2007,"m"
"Tabasco",2020,"m"
"Tabata",2020,"w"
"Taco",2018,"m"
"Taco",2015,"m"
"Taco (Lucky)",2020,"m"
"Tahona von Mahalanme",2012,"w"
"Taisha del tesoro d'oro",2016,"w"
"Taiya",2017,"w"
"Taja",2019,"w"
"Taka",2020,"w"
"Taka (Rubin Hachiko)",2011,"m"
"Takuo",2020,"m"
"Tala Ishani",2013,"w"
"Talana",2016,"w"
"Talia",2018,"w"
"Talos",2015,"m"
"Talua",2017,"w"
"Tama",2019,"m"
"Tamara",2009,"w"
"Tami",2012,"w"
"Tamino",2008,"m"
"Tammy",2016,"w"
"Tammy-Momo (Momo)",2019,"w"
"Tamo Ba-Tu",2012,"m"
"Tamus Tisza von Erdö",2014,"w"
"Tanfeani (Digo)",2016,"w"
"Tango",2010,"m"
"Taonga Binah",2011,"w"
"Tara",2015,"w"
"Tara",2010,"w"
"Tara",2006,"w"
"Tara",2005,"w"
"Tara",2020,"w"
"Tara",2020,"w"
"Tara von Hostris",2011,"w"
"Tarcin",2015,"m"
"Targo",2007,"m"
"Taro",2020,"m"
"Taro",2020,"m"
"Taro",2008,"m"
"Tarok",2020,"m"
"Tarwen",2013,"w"
"Tarzan",2013,"m"
"Tarzan",2006,"m"
"Tarzan",2012,"m"
"Tarzan",2014,"m"
"Tasha",2015,"w"
"Tashi",2012,"m"
"Taska Cuba",2019,"w"
"Taskia",2016,"w"
"Tati",2020,"w"
"Tatu",2020,"w"
"Tayla vom Dorfbach (Tayla)",2019,"w"
"Tayo",2019,"m"
"Tayo",2019,"m"
"Tayson",2009,"m"
"Tayson",2017,"m"
"Tchato",2011,"m"
"Tea",2009,"w"
"Teco",2014,"m"
"Ted",2006,"m"
"Teddi",2008,"m"
"Teddy",2010,"m"
"Teddy",2020,"m"
"Teddy",2007,"m"
"Teddy",2012,"m"
"Teddy",2016,"m"
"Teddy",2016,"m"
"Teddy",2010,"m"
"Teddy",2009,"m"
"Teddy",2012,"m"
"Teddy",2018,"m"
"Teddy",2018,"m"
"Teddy",2017,"m"
"Teddy",2019,"m"
"Teddy",2019,"m"
"Teddy",2020,"m"
"Teddy",2020,"m"
"Teddy",2014,"m"
"Teddy (Kodiak)",2020,"m"
"Teddy Bear",2012,"m"
"Teddy vom Ammeler Forst",2015,"w"
"Tedi",2019,"m"
"Teja",2020,"w"
"Telma (Everest First Venus)",2015,"w"
"Telunia",2010,"w"
"Tenten",2004,"w"
"Tenya",2010,"w"
"Teo",2020,"m"
"Teo",2018,"m"
"Teo",2016,"m"
"Teo",2014,"m"
"Teo",2011,"m"
"Tequila",2009,"m"
"Tequila",2007,"m"
"Terka",2005,"w"
"Terra",2018,"w"
"Terri",2006,"m"
"Terry",2004,"m"
"Terry",2009,"m"
"Terry",2013,"m"
"Terry",2012,"m"
"Tesi",2017,"w"
"Tesla",2017,"w"
"Tess",2014,"w"
"Tess",2015,"w"
"Tessa (Kylie)",2017,"w"
"Tessi (Nocha)",2007,"w"
"Tessy",2013,"w"
"Tessy",2012,"w"
"Teto",2008,"w"
"Tex",2017,"m"
"Thai",2011,"m"
"Thaia",2009,"w"
"Thaisun",2014,"m"
"The Dragon Elliot of Fantasy",2014,"m"
"Thelma",2017,"w"
"Theo",2020,"m"
"Theo",2016,"m"
"Theo",2008,"m"
"Theo",2014,"m"
"Theo",2019,"m"
"Theo",2018,"m"
"Theodor",2006,"m"
"Theodoro",2016,"m"
"Theodoro",2019,"m"
"Thimmy",2018,"m"
"Thondup",2008,"m"
"Thor",2020,"m"
"Thor",2019,"m"
"Thor",2018,"m"
"Thoy",2017,"m"
"Thunder Ella",2019,"w"
"Thung Thong (Layta Star Free)",2014,"w"
"Tiaga",2012,"w"
"Tiago",2018,"m"
"Tiago",2016,"m"
"Tiara",2012,"w"
"Tibbie",2012,"m"
"Tibi",2020,"m"
"Tibor",2014,"m"
"Tibor (Superblush Black)",2018,"m"
"TicTac",2017,"w"
"Tico",2012,"m"
"Tico",2017,"m"
"Tiffany",2009,"w"
"Tiffany",2006,"w"
"Tiffany",2014,"w"
"Tiffany",2011,"w"
"Tiffany",2015,"w"
"Tiffany",2009,"w"
"Tiffany sweet girl Dreams",2018,"w"
"Tiga",2017,"w"
"Tiga",2017,"w"
"Tiger",2005,"m"
"Tiger",2007,"m"
"Tika",2015,"w"
"Tikli (Milva)",2015,"w"
"Tiko",2018,"m"
"Tiko",2013,"m"
"Tilda",2020,"w"
"Tilda",2018,"w"
"Tilin",2007,"m"
"Tilla",2014,"w"
"Tilli",2007,"w"
"Tilly",2017,"w"
"Tilly",2020,"w"
"Tim",2009,"m"
"Tim",2018,"m"
"Tim",2012,"m"
"Tim",2013,"m"
"Timba vom Goldbrunnen",2010,"w"
"Timber",2009,"m"
"Timber",2016,"w"
"Timber (Behind the Sun)",2020,"m"
"Timbuktu",2005,"w"
"Timea",2015,"w"
"Timi",2012,"m"
"Timi",2010,"m"
"Timi",2010,"m"
"Timmi",2005,"m"
"Timmi",2011,"m"
"Timmi",2015,"m"
"Timmy",2018,"m"
"Timmy",2014,"m"
"Timmy",2020,"m"
"Timmy",2012,"m"
"Timmy",2005,"m"
"Timmy",2009,"m"
"Timo",2006,"m"
"Timo",2004,"m"
"Timo",2013,"m"
"Timo",2011,"m"
"Timon",2010,"m"
"Timon",2017,"m"
"Timon",2011,"m"
"Tina",2012,"w"
"Tina",2009,"w"
"Tina",2020,"w"
"Tina",2012,"w"
"Tina",2012,"w"
"Tina",2008,"w"
"Tina",2012,"w"
"Tina",2016,"w"
"Tina (Lou)",2019,"w"
"Tinho",2016,"m"
"Tinka",2007,"w"
"Tinker",2014,"w"
"Tinkerbell",2009,"w"
"Tinkerbell",2013,"w"
"Tino",2015,"m"
"Tino",2020,"m"
"Tino (Igo von fünf Dörfer)",2016,"m"
"Tino (Valentino v. Rottachtal)",2009,"m"
"Tinoock",2015,"m"
"Tintin",2010,"m"
"Tinto",2012,"m"
"Tinto Braska",2019,"m"
"Tirak (Kaye-Tirak)",2007,"w"
"Tirza",2010,"w"
"Tirza (Tia)",2018,"w"
"Titeuf",2008,"m"
"Titi",2011,"m"
"To-Chi",2005,"m"
"Tobby",2017,"m"
"Tobby",2013,"m"
"Tobi",2008,"m"
"Tobi",2010,"m"
"Tobi",2010,"m"
"Tobi",2006,"m"
"Toby",2007,"m"
"Toby",2016,"m"
"Toby",2007,"m"
"Toby",2007,"m"
"Toby",2013,"m"
"Toby",2015,"m"
"Toby",2011,"m"
"Toby",2014,"m"
"Toby",2019,"m"
"Toby",2009,"m"
"Toby",2020,"m"
"Toby",2020,"m"
"Tocho",2019,"m"
"Toddy",2010,"m"
"Toffee",2012,"m"
"Toffee",2020,"w"
"Toffee",2015,"w"
"Tofu",2019,"m"
"Togo (Big Mush)",2013,"m"
"Tojas",2015,"w"
"Tokyo",2020,"m"
"Tokyo",2020,"w"
"Tolo",2010,"m"
"Tom",2005,"m"
"Tom",2009,"m"
"Tom",2009,"m"
"Tom",2016,"m"
"Tomi",2015,"m"
"Tommie",2015,"w"
"Tommy",2020,"m"
"Tommy",2018,"m"
"Toni",2011,"m"
"Toni",2020,"m"
"Toni",2014,"m"
"Toni",2009,"m"
"Tonka",2009,"w"
"Tony",2019,"m"
"Toobi",2010,"m"
"Tookyo",2019,"w"
"Tooli",2016,"w"
"Top Water Big Ben",2011,"m"
"Topo",2011,"m"
"Topolina",2020,"w"
"Topolino",2013,"m"
"Toqui",2009,"m"
"Torino",2018,"m"
"Toro",2007,"m"
"Toruk",2020,"m"
"Tosca",2004,"w"
"Tosca",2012,"w"
"Tosca",2013,"w"
"Tosca",2011,"w"
"Tosca",2012,"w"
"Tosca (Viola)",2007,"w"
"Tosha",2014,"m"
"Toti (Shanajas Jari Joon)",2013,"m"
"Toto",2017,"m"
"Toto",2014,"m"
"Toto",2019,"m"
"Toto (Silken Arrow Winnetou)",2016,"m"
"Tots's Tail's please please me",2012,"w"
"Toulouse",2014,"m"
